region;comuna;sscuenca_dga;cod_estacion;nombre_estacion;zona;altitud (m.s.n.m);temperatura (°C);humedad_relativa (%);presion_atmosferica (hPAS);direccion_viento (°);fuerza_viento (kt);precipitación (mm);radiacion (W/m²);anyo;fecha_hora
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.2;72.8;1010.475;0.0;0.0;0.0;;2006.0;2006-05-12 23:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.4;71.5;1011.15;0.0;0.0;0.0;;2006.0;2006-05-13 00:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.0;71.0;1011.6;0.0;0.0;0.0;;2006.0;2006-05-13 01:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.83;72.0;1011.45;0.0;0.0;0.0;;2006.0;2006-05-13 02:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.225;0.0;0.0;0.0;;2006.0;2006-05-13 03:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.05;0.0;0.0;0.0;;2006.0;2006-05-13 04:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.725;0.0;0.0;0.0;;2006.0;2006-05-13 05:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.325;0.0;0.0;0.0;;2006.0;2006-05-13 06:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.9;0.0;0.0;0.0;;2006.0;2006-05-13 07:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.725;0.0;0.0;0.0;;2006.0;2006-05-13 08:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.875;0.0;0.0;0.0;;2006.0;2006-05-13 09:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.33;70.8;1010.075;0.0;0.0;0.0;;2006.0;2006-05-13 10:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.55;70.0;1010.65;0.0;0.0;0.0;;2006.0;2006-05-13 11:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.8;69.5;1011.2;0.0;0.0;0.0;;2006.0;2006-05-13 12:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.1;68.0;1011.4;0.0;0.0;0.0;;2006.0;2006-05-13 13:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.83;65.5;1011.175;0.0;0.0;0.0;;2006.0;2006-05-13 14:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.55;0.0;0.0;0.0;;2006.0;2006-05-13 15:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.875;0.0;0.0;0.0;;2006.0;2006-05-13 16:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.1;0.0;0.0;0.0;;2006.0;2006-05-13 17:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1008.6;0.0;0.0;0.0;;2006.0;2006-05-13 18:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1008.25;0.0;0.0;0.0;;2006.0;2006-05-13 19:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1008.2;0.0;0.0;0.0;;2006.0;2006-05-13 20:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1008.55;0.0;0.0;0.0;;2006.0;2006-05-13 21:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.15;72.3;1009.125;0.0;0.0;0.0;;2006.0;2006-05-13 22:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.85;74.8;1009.95;0.0;0.0;0.0;;2006.0;2006-05-13 23:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.03;73.0;1010.675;0.0;0.0;0.0;;2006.0;2006-05-14 00:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.28;70.5;1011.225;0.0;0.0;0.0;;2006.0;2006-05-14 01:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;14.65;72.0;1011.475;0.0;0.0;0.0;;2006.0;2006-05-14 02:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.08;74.0;1011.55;0.0;0.0;0.0;;2006.0;2006-05-14 03:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.48;76.5;1011.625;0.0;0.0;0.0;;2006.0;2006-05-14 04:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.3;0.0;0.0;0.0;;2006.0;2006-05-14 05:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.7;0.0;0.0;0.0;;2006.0;2006-05-14 06:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.475;0.0;0.0;0.0;;2006.0;2006-05-14 07:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.5;0.0;0.0;0.0;;2006.0;2006-05-14 08:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.65;0.0;0.0;0.0;;2006.0;2006-05-14 09:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.65;75.5;1011.3;0.0;0.0;0.0;;2006.0;2006-05-14 10:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.83;74.3;1011.975;0.0;0.0;0.0;;2006.0;2006-05-14 11:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.23;73.0;1012.6;0.0;0.0;0.0;;2006.0;2006-05-14 12:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.75;72.0;1013.35;0.0;0.0;0.0;;2006.0;2006-05-14 13:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.35;69.5;1013.875;0.0;0.0;0.0;;2006.0;2006-05-14 14:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;18.4;64.5;1013.55;0.0;0.0;0.0;;2006.0;2006-05-14 15:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;;0.0;0.0;0.0;;2006.0;2006-05-14 16:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.525;0.0;0.0;0.0;;2006.0;2006-05-14 17:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.75;0.0;0.0;0.0;;2006.0;2006-05-14 18:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.275;0.0;0.0;0.0;;2006.0;2006-05-14 19:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.925;0.0;0.0;0.0;;2006.0;2006-05-14 20:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.0;0.0;0.0;0.0;;2006.0;2006-05-14 21:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.48;73.8;1010.675;0.0;0.0;0.0;;2006.0;2006-05-14 22:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;;0.0;0.0;0.0;;2006.0;2006-05-14 23:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;;0.0;0.0;0.0;;2006.0;2006-05-15 00:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.75;71.5;1012.175;0.0;0.0;0.0;;2006.0;2006-05-16 00:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.05;69.3;1012.55;0.0;0.0;0.0;;2006.0;2006-05-16 01:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.28;68.3;1012.8;0.0;0.0;0.0;;2006.0;2006-05-16 02:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.4;67.0;1013.65;0.0;0.0;0.0;;2006.0;2006-05-16 03:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.78;65.5;1014.075;0.0;0.0;0.0;;2006.0;2006-05-16 04:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.65;66.8;1013.85;0.0;0.0;0.0;;2006.0;2006-05-16 05:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1013.3;0.0;0.0;0.0;;2006.0;2006-05-16 06:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.95;0.0;0.0;0.0;;2006.0;2006-05-16 07:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.725;0.0;0.0;0.0;;2006.0;2006-05-16 08:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.55;0.0;0.0;0.0;;2006.0;2006-05-16 09:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.625;0.0;0.0;0.0;;2006.0;2006-05-16 10:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.95;63.0;1013.1;0.0;0.0;0.0;;2006.0;2006-05-16 11:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.03;63.5;1013.775;0.0;0.0;0.0;;2006.0;2006-05-16 12:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.55;63.0;1014.2;0.0;0.0;0.0;;2006.0;2006-05-16 13:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.733;0.0;0.0;0.0;;2006.0;2006-05-16 19:15:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.8;0.0;0.0;0.0;;2006.0;2006-05-16 20:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.875;0.0;0.0;0.0;;2006.0;2006-05-16 21:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;18.05;65.8;1012.325;0.0;0.0;0.0;;2006.0;2006-05-16 22:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.68;68.0;1012.675;0.0;0.0;0.0;;2006.0;2006-05-16 23:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.55;63.3;1012.825;0.0;0.0;0.0;;2006.0;2006-05-17 00:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.45;64.3;1012.9;0.0;0.0;0.0;;2006.0;2006-05-17 01:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;14.9;66.0;1012.825;0.0;0.0;0.0;;2006.0;2006-05-17 02:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;14.13;67.5;1013.025;0.0;0.0;0.0;;2006.0;2006-05-17 03:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;13.9;70.0;1013.2;0.0;0.0;0.0;;2006.0;2006-05-17 04:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;14.33;71.8;1013.1;0.0;0.0;0.0;;2006.0;2006-05-17 05:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.75;0.0;0.0;0.0;;2006.0;2006-05-17 06:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.05;0.0;0.0;0.0;;2006.0;2006-05-17 07:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.675;0.0;0.0;0.0;;2006.0;2006-05-17 08:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.55;0.0;0.0;0.0;;2006.0;2006-05-17 09:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.525;0.0;0.0;0.0;;2006.0;2006-05-17 10:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;13.95;70.8;1012.225;0.0;0.0;0.0;;2006.0;2006-05-17 11:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.95;66.8;1013.05;0.0;0.0;0.0;;2006.0;2006-05-17 12:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;18.23;61.3;1013.325;0.0;0.0;0.0;;2006.0;2006-05-17 13:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;19.58;56.3;1013.3;0.0;0.0;0.0;;2006.0;2006-05-17 14:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1013.05;0.0;0.0;0.0;;2006.0;2006-05-17 15:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.725;0.0;0.0;0.0;;2006.0;2006-05-17 16:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.3;0.0;0.0;0.0;;2006.0;2006-05-17 17:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.85;0.0;0.0;0.0;;2006.0;2006-05-17 18:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.625;0.0;0.0;0.0;;2006.0;2006-05-17 19:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.725;0.0;0.0;0.0;;2006.0;2006-05-17 20:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.875;0.0;0.0;0.0;;2006.0;2006-05-17 21:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.73;68.5;1012.175;0.0;0.0;0.0;;2006.0;2006-05-17 22:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.08;71.5;1012.925;0.0;0.0;0.0;;2006.0;2006-05-17 23:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.68;72.5;1013.675;0.0;0.0;0.0;;2006.0;2006-05-18 00:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.25;71.3;1013.975;0.0;0.0;0.0;;2006.0;2006-05-18 01:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.58;68.8;1014.0;0.0;0.0;0.0;;2006.0;2006-05-18 02:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1013.65;0.0;0.0;0.0;;2006.0;2006-05-18 03:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1013.075;0.0;0.0;0.0;;2006.0;2006-05-18 04:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.65;0.0;0.0;0.0;;2006.0;2006-05-18 05:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.225;0.0;0.0;0.0;;2006.0;2006-05-18 06:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.85;0.0;0.0;0.0;;2006.0;2006-05-18 07:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.725;0.0;0.0;0.0;;2006.0;2006-05-18 08:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.625;0.0;0.0;0.0;;2006.0;2006-05-18 09:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.775;0.0;0.0;0.0;;2006.0;2006-05-18 10:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.2;66.0;1011.85;0.0;0.0;0.0;;2006.0;2006-05-18 11:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.23;64.5;1012.075;0.0;0.0;0.0;;2006.0;2006-05-18 12:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.45;64.0;1012.3;0.0;0.0;0.0;;2006.0;2006-05-18 13:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.85;63.3;1012.75;0.0;0.0;0.0;;2006.0;2006-05-18 14:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;18.23;62.5;1012.45;0.0;0.0;0.0;;2006.0;2006-05-18 15:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.775;0.0;0.0;0.0;;2006.0;2006-05-18 16:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.075;0.0;0.0;0.0;;2006.0;2006-05-18 17:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.625;0.0;0.0;0.0;;2006.0;2006-05-18 18:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.5;0.0;0.0;0.0;;2006.0;2006-05-18 19:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.475;0.0;0.0;0.0;;2006.0;2006-05-18 20:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;18.28;68.3;1011.025;0.0;0.0;0.0;;2006.0;2006-05-18 21:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.73;71.8;1011.975;0.0;0.0;0.0;;2006.0;2006-05-18 22:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.3;69.0;1012.9;0.0;0.0;0.0;;2006.0;2006-05-18 23:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.78;67.3;1013.725;0.0;0.0;0.0;;2006.0;2006-05-19 00:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.83;67.8;1014.45;0.0;0.0;0.0;;2006.0;2006-05-19 01:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.88;66.3;1014.725;0.0;0.0;0.0;;2006.0;2006-05-19 02:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.65;67.5;1014.45;0.0;0.0;0.0;;2006.0;2006-05-19 03:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1013.9;0.0;0.0;0.0;;2006.0;2006-05-19 04:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1013.35;0.0;0.0;0.0;;2006.0;2006-05-19 05:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.875;0.0;0.0;0.0;;2006.0;2006-05-19 06:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.175;0.0;0.0;0.0;;2006.0;2006-05-19 07:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.95;0.0;0.0;0.0;;2006.0;2006-05-19 08:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.25;0.0;0.0;0.0;;2006.0;2006-05-19 09:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.7;65.0;1012.575;0.0;0.0;0.0;;2006.0;2006-05-19 10:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.63;64.0;1013.0;0.0;0.0;0.0;;2006.0;2006-05-19 11:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.78;63.3;1013.9;0.0;0.0;0.0;;2006.0;2006-05-19 12:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;18.03;62.0;1014.425;0.0;0.0;0.0;;2006.0;2006-05-19 13:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;18.53;59.0;1014.525;0.0;0.0;0.0;;2006.0;2006-05-19 14:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1013.925;0.0;0.0;0.0;;2006.0;2006-05-19 15:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.775;0.0;0.0;0.0;;2006.0;2006-05-19 16:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.55;0.0;0.0;0.0;;2006.0;2006-05-19 17:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.0;0.0;0.0;0.0;;2006.0;2006-05-19 18:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.625;0.0;0.0;0.0;;2006.0;2006-05-19 19:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.575;0.0;0.0;0.0;;2006.0;2006-05-19 20:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.925;0.0;0.0;0.0;;2006.0;2006-05-19 21:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;18.28;65.8;1011.45;0.0;0.0;0.0;;2006.0;2006-05-19 22:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.63;68.3;1011.925;0.0;0.0;0.0;;2006.0;2006-05-19 23:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.48;64.0;1012.525;0.0;0.0;0.0;;2006.0;2006-05-20 00:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.6;65.8;1013.05;0.0;0.0;0.0;;2006.0;2006-05-20 01:00:00
